日期,小时,广告计划,曝光量,点击量,转化数,归因转化数,消耗
D014,18,16823030,215,72,15,6,0.0583565492
D014,18,17321082,203,75,15,11,0.1187366152
D014,18,17686799,941,243,13,12,0.1531790326
D014,18,18975823,377,167,21,13,0.1387266136
D014,18,19129839,217,78,6,5,0.0739395554
D014,18,19530182,271,104,1,1,0.1054084488
D014,18,23852329,350,114,4,1,0.1681014958
D014,18,24378636,175,61,6,6,0.0411951755
D014,18,24389111,133,48,1,1,0.0489206077
D014,18,26091094,67,19,5,1,0.0263932298
D014,18,26998428,222,72,3,1,0.0539934650
D014,18,27118781,134,48,15,10,0.0607675198
D014,18,27321366,238,71,6,3,0.0433836922
D014,18,2828357,191,78,0,0,0.1012332098
D014,18,28351001,418,250,36,5,0.1212538640
D014,18,2865314,179,28,3,1,0.0500122816
D014,18,28739284,129,53,1,1,0.0910911856
D014,18,28795042,363,101,12,8,0.0534820481
D014,18,28896342,105,35,2,0,0.0391105131
D014,18,29427842,750,245,41,15,0.4026172108
D014,18,30368132,169,57,6,3,0.0802813694
D014,18,30491418,304,128,12,6,0.1797736651
D014,18,30535894,200,110,11,11,0.0748940239
D014,18,30801593,1014,412,46,23,0.0551884634
D014,18,31772643,505,234,18,13,0.0828189496
D014,18,32323516,259,69,5,1,0.0630616443
D014,18,32368244,336,166,91,59,0.2154639353
D014,18,32452111,402,130,21,8,0.0672588799
D014,18,3892353,90,38,7,6,0.0553117646
D014,18,4869922,127,60,6,5,0.1259398372
D014,18,497593,519,213,6,6,0.0641535973
D014,18,5061834,666,195,28,6,0.2703127944
D014,18,6686701,228,69,10,6,0.0519940628
D014,18,6686704,124,40,5,2,0.0372903118
D014,18,6886817,106,53,4,0,0.0300334187
D014,18,7061828,258,86,9,4,0.0837126295
D014,18,7121544,381,135,9,7,0.1009608064
D014,18,9100693,190,76,48,30,0.0288132293
D014,19,10341182,791,356,66,39,0.1579728758
D014,19,10474106,77,50,8,0,0.0281241575
D014,19,12121528,104,51,15,9,0.0592377086
D014,19,12843318,167,89,8,6,0.0832783805
D014,19,13947795,168,46,1,1,0.0673855900
D014,19,14121532,201,90,28,10,0.0785900274
D014,19,14235907,103,39,4,3,0.0549919072
D014,19,14458654,70,44,19,11,0.0337025800
D014,19,14661605,324,97,11,7,0.1440658170
D014,19,15184511,660,236,89,39,0.3573524125
D014,19,15398570,667,240,43,19,0.2160874514
D014,19,15746419,64,25,2,2,0.0175191949
D014,19,16823030,241,89,17,4,0.0701847444
D014,19,17321082,305,101,14,10,0.1311363894
D014,19,17686799,1111,341,17,11,0.2170202978
D014,19,18975823,379,157,16,13,0.0915124787
D014,19,19129839,216,58,6,5,0.0655016032
D014,19,19530182,257,129,2,2,0.0764930876
D014,19,23852329,340,128,4,1,0.2141865982
D014,19,24378636,199,75,8,6,0.0346919228
D014,19,24389111,132,37,6,1,0.0357633470
D014,19,26091094,63,19,3,2,0.0260195761
D014,19,26998428,228,82,3,0,0.0841518294
D014,19,27118781,128,40,9,9,0.0337837890
D014,19,27321366,269,101,12,7,0.0499596708
D014,19,2828357,201,82,1,0,0.0757720841
D014,19,28351001,476,279,48,19,0.2118732984
D014,19,2865314,188,36,3,1,0.0472903650
D014,19,28739284,118,46,1,1,0.0544881913
D014,19,28795042,319,96,11,3,0.0332076331
D014,19,28896342,83,29,0,0,0.0403535640
D014,19,29427842,794,261,39,17,0.4115255829
D014,19,30368132,160,38,2,0,0.0673266961
D014,19,30491418,302,132,17,8,0.1591391277
D014,19,30535894,221,128,14,12,0.0829279860
D014,19,30801593,1088,453,53,28,0.0595419962
D014,19,31772643,545,241,28,19,0.1004606801
D014,19,32323516,313,81,4,3,0.0622613104
D014,19,32368244,352,187,96,64,0.2358211388
D014,19,32452111,364,112,20,10,0.0452799609
D014,19,3892353,94,33,8,4,0.0855102287
D014,19,4869922,166,80,10,8,0.1014613829
D014,19,497593,570,245,10,4,0.0720561255
D014,19,5061834,711,192,23,7,0.2898046343
D014,19,6686701,254,103,9,7,0.1273889760
D014,19,6686704,143,49,10,7,0.0519011173
D014,19,6886817,91,43,4,0,0.0254972694
D014,19,7061828,381,110,6,1,0.1076447473
D014,19,7121544,357,116,17,7,0.0919401185
D014,19,9100693,244,96,60,40,0.0467433034
D014,20,10341182,520,194,47,27,0.1211682065
D014,20,10474106,59,31,8,0,0.0301724517
D014,20,12121528,92,36,9,2,0.0500838884
D014,20,12843318,146,70,14,14,0.0500540952
D014,20,13947795,166,63,2,2,0.0691373036
D014,20,14121532,186,68,20,9,0.0559842256
D014,20,14235907,128,45,8,3,0.0557931253
D014,20,14458654,68,46,8,6,0.0170656898
D014,20,14661605,351,112,14,7,0.1426916548
D014,20,15184511,599,204,75,40,0.3139238174
D014,20,15398570,408,145,38,14,0.1265598280
D014,20,15746419,52,20,0,0,0.0176720403
D014,20,16823030,224,83,8,2,0.0512615274
D014,20,17321082,278,94,5,3,0.1413081679
D014,20,17686799,1012,276,15,12,0.1634801325
D014,20,18975823,300,143,17,13,0.1011689958
D014,20,19129839,180,51,8,5,0.0543712075
D014,20,19530182,327,141,2,2,0.0950531057
D014,20,23852329,314,104,7,4,0.1670063837
D014,20,24378636,187,56,1,1,0.0170046193
D014,20,24389111,114,32,8,5,0.0411060689
D014,20,26091094,51,13,4,2,0.0269218993
D014,20,26998428,222,81,5,3,0.0529309175
D014,20,27118781,118,43,8,7,0.0359851354
D014,20,27321366,271,86,5,4,0.0493593833
D014,20,2828357,172,67,2,2,0.0828947528
D014,20,28351001,482,286,50,25,0.2970322370
D014,20,2865314,208,36,7,4,0.0595397361
D014,20,28739284,119,43,7,4,0.0625636583
D014,20,28795042,220,63,14,7,0.0378117003
D014,20,28896342,72,23,4,2,0.0333179109
D014,20,29427842,808,242,25,11,0.3402615823
D014,20,30368132,144,53,4,3,0.0823845839
D014,20,30491418,384,164,20,11,0.1870020460
D014,20,30535894,215,94,13,13,0.0671148276
D014,20,30801593,973,409,46,25,0.0470143012
D014,20,31772643,518,241,23,11,0.0924233173
D014,20,32323516,325,87,3,1,0.0571286666
D014,20,32368244,377,181,78,46,0.3180093822
D014,20,32452111,330,106,19,8,0.0480427128
D014,20,3892353,88,31,5,3,0.0459192506
D014,20,4869922,157,66,12,12,0.0700345915
D014,20,497593,433,187,5,2,0.0502462073
D014,20,5061834,613,178,19,5,0.2310534843
D014,20,6686701,315,135,12,8,0.0771538522
D014,20,6686704,157,47,3,1,0.0544630268
D014,20,6886817,63,30,6,2,0.0097988879
D014,20,7061828,397,120,13,8,0.1331743605
D014,20,7121544,268,84,6,5,0.0529173459
D014,20,9100693,264,104,76,55,0.0526657262
D014,21,10341182,256,100,24,12,0.0694196713
D014,21,10474106,80,43,6,0,0.0457678944
D014,21,12121528,53,28,7,4,0.0316337406
D014,21,12843318,149,73,11,9,0.0625449090
D014,21,13947795,108,35,1,1,0.0264207262
D014,21,14121532,169,72,29,13,0.0715088861
D014,21,14235907,73,26,6,2,0.0533181523
D014,21,14458654,42,26,6,4,0.0179835033
D014,21,14661605,309,99,21,8,0.1824850276
D014,21,15184511,461,170,59,24,0.2117235401
D014,21,15398570,234,98,25,9,0.0944341193
D014,21,15746419,36,19,5,5,0.0206325605
D014,21,16823030,140,49,3,0,0.0280665210
D014,21,17321082,202,75,6,4,0.0721302449
D014,21,17686799,774,227,17,11,0.1256598270
D014,21,18975823,266,120,15,12,0.0753676348
D014,21,19129839,183,65,5,3,0.0667357376
D014,21,19530182,313,131,2,1,0.1126476300
D014,21,23852329,227,80,7,3,0.1159310686
D014,21,24378636,168,59,2,2,0.0207846510
D014,21,24389111,98,34,1,1,0.0291525723
D014,21,26091094,41,12,3,3,0.0155234840
D014,21,26998428,143,58,1,1,0.0335823891
D014,21,27118781,69,20,0,0,0.0111191443
D014,21,27321366,174,67,3,3,0.0348623748
D014,21,2828357,115,38,0,0,0.0368566830
D014,21,28351001,344,215,42,12,0.1419664600
D014,21,2865314,163,47,6,3,0.0452239829
D014,21,28739284,100,33,2,1,0.0377758186
D014,21,28795042,82,18,4,1,0.0181140870
D014,21,28896342,57,15,2,0,0.0175653779
D014,21,29427842,557,180,24,4,0.2447197798
D014,21,30368132,114,33,3,2,0.0468931858
D014,21,30491418,356,128,14,6,0.1724759539
D014,21,30535894,131,60,5,5,0.0446113085
D014,21,30801593,576,215,21,11,0.0309938055
D014,21,31772643,437,190,20,10,0.0787537351
D014,21,32323516,308,91,3,1,0.0680110716
D014,21,32368244,317,152,71,40,0.2167174303
D014,21,32452111,256,88,11,5,0.0405799277
D014,21,3892353,85,32,4,0,0.0445339025
D014,21,4869922,131,71,10,4,0.1850257590
D014,21,497593,450,184,6,5,0.0387336860
D014,21,5061834,471,124,14,5,0.1491830325
D014,21,6686701,276,112,10,7,0.0826224089
D014,21,6686704,132,36,5,4,0.0372073152
D014,21,6886817,25,15,5,1,0.0075036917
D014,21,7061828,243,75,9,6,0.0709664973
D014,21,7121544,131,49,6,1,0.0291369028
D014,21,9100693,306,119,75,49,0.0685906458
D014,22,10341182,127,55,17,10,0.0795871175
D014,22,10474106,30,14,6,1,0.0065058359
D014,22,12121528,26,8,3,3,0.0190836603
D014,22,12843318,100,48,10,10,0.0452080535
D014,22,13947795,55,11,0,0,0.0168584959
D014,22,14121532,63,29,6,5,0.0189203173
D014,22,14235907,45,17,1,0,0.0233464145
D014,22,14458654,26,15,7,7,0.0218203439
D014,22,14661605,167,53,8,7,0.0578284763
D014,22,15184511,328,133,32,17,0.1203736772
D014,22,15398570,134,49,11,2,0.0239930575
D014,22,15746419,10,5,0,0,0.0013054077
D014,22,16823030,71,22,3,0,0.0245756004
D014,22,17321082,134,45,2,0,0.0324446863
D014,22,17686799,470,144,7,4,0.0869817668
D014,22,18975823,201,114,10,8,0.0437480081
D014,22,19129839,95,33,2,0,0.0233283431
D014,22,19530182,259,116,2,2,0.0588246987
D014,22,23852329,122,43,6,4,0.0730237456
D014,22,24378636,105,34,2,2,0.0134531112
D014,22,24389111,32,9,1,1,0.0078139588
D014,22,26091094,19,7,2,2,0.0038264926
D014,22,26998428,89,37,0,0,0.0189601056
D014,22,27118781,40,13,3,0,0.0073849711
D014,22,27321366,101,39,4,3,0.0179806340
D014,22,2828357,66,22,0,0,0.0205029845
D014,22,28351001,219,126,10,4,0.0883571774
D014,22,2865314,91,24,6,3,0.0241524395
D014,22,28739284,60,23,2,1,0.0227643183
D014,22,28795042,38,9,4,3,0.0085477933
D014,22,28896342,18,9,0,0,0.0064233673
D014,22,29427842,331,97,16,6,0.1244234944
D014,22,30368132,53,15,0,0,0.0282375849
D014,22,30491418,290,128,15,10,0.1066795294
D014,22,30535894,66,31,4,4,0.0206557399
D014,22,30801593,313,115,14,4,0.0155728867
D014,22,31772643,198,94,10,8,0.0377590002
D014,22,32323516,210,58,2,2,0.0436082131
D014,22,32368244,274,130,57,33,0.1831080342
D014,22,32452111,131,41,12,9,0.0244050996
D014,22,3892353,51,17,5,4,0.0260888408
D014,22,4869922,86,47,8,6,0.0594070214
D014,22,497593,281,128,12,8,0.0590762101
D014,22,5061834,233,65,7,2,0.0737385040
D014,22,6686701,192,77,13,6,0.0495141167
D014,22,6686704,92,21,0,0,0.0185727562
D014,22,6886817,20,5,0,0,0.0054140830
D014,22,7061828,152,47,5,2,0.0439233288
D014,22,7121544,77,23,1,1,0.0355646424
D014,22,9100693,292,113,60,36,0.0524933829
D014,23,10341182,116,56,15,9,0.0339488830
D014,23,10474106,18,8,0,0,0.0030605788
D014,23,12121528,10,3,0,0,0.0029787207
D014,23,12843318,32,19,2,1,0.0063093804
D014,23,13947795,26,5,0,0,0.0066560783
D014,23,14121532,33,13,3,2,0.0158235459
D014,23,14235907,11,1,1,1,0.0080153127
D014,23,14458654,12,8,1,1,0.0042443857
D014,23,14661605,51,12,3,2,0.0203103332
D014,23,15184511,115,39,14,7,0.0425227128
D014,23,15398570,115,38,8,1,0.0240077512
D014,23,15746419,9,4,0,0,0.0070703629
D014,23,16823030,19,8,2,0,0.0153686007
D014,23,17321082,48,21,2,1,0.0134304409
D014,23,17686799,170,62,2,0,0.0268327628
D014,23,18975823,147,68,12,8,0.0407726399
D014,23,19129839,30,14,2,2,0.0141746844
D014,23,19530182,162,74,2,1,0.0389625607
D014,23,23852329,52,14,2,0,0.0160626463
D014,23,24378636,80,27,3,3,0.0094259578
D014,23,24389111,11,8,1,1,0.0045836178
D014,23,26091094,10,5,3,1,0.0095810159
D014,23,26998428,28,5,0,0,0.0062437547
D014,23,27118781,9,2,1,0,0.0055412273
D014,23,27321366,29,12,2,1,0.0045890766
D014,23,2828357,14,5,0,0,0.0157917881
D014,23,28351001,77,50,12,4,0.0315137002
D014,23,2865314,36,9,3,2,0.0048379379
D014,23,28739284,28,11,3,2,0.0296099540
D014,23,28795042,16,5,1,0,0.0023815086
D014,23,28896342,11,2,0,0,0.0024150655
D014,23,29427842,108,42,2,1,0.0383856181
D014,23,30368132,27,6,1,0,0.0126783776
D014,23,30491418,171,63,9,1,0.0760218396
D014,23,30535894,18,9,5,5,0.0112984830
D014,23,30801593,162,75,9,4,0.0071221972
D014,23,31772643,71,36,6,3,0.0124797533
D014,23,32323516,63,15,0,0,0.0152349320
D014,23,32368244,168,83,38,28,0.1093176721
D014,23,32452111,40,14,3,2,0.0044501609
D014,23,3892353,28,10,3,2,0.0273204701
D014,23,4869922,33,15,0,0,0.0099193121
D014,23,497593,218,88,5,4,0.0393665879
D014,23,5061834,79,31,2,1,0.0367480084
D014,23,6686701,91,37,5,3,0.0282341716
D014,23,6686704,42,17,1,0,0.0282230168
D014,23,6886817,6,2,0,0,0.0011426268
D014,23,7061828,52,17,1,0,0.0075486508
D014,23,7121544,42,13,0,0,0.0093265712
D014,23,9100693,132,53,34,25,0.0373341180
D015,0,10341182,140,71,10,8,0.0339474189
D015,0,10474106,7,3,0,0,0.0027584893
D015,0,12121528,5,4,1,0,0.0056029346
D015,0,12843318,22,13,1,1,0.0043646619
D015,0,13947795,7,3,0,0,0.0015876642
D015,0,14121532,10,3,1,1,0.0009872041
D015,0,14235907,9,4,2,0,0.0043164655
D015,0,14458654,6,4,1,0,0.0028324704
D015,0,14661605,20,8,0,0,0.0079739239
D015,0,15184511,47,17,3,0,0.0270479930
D015,0,15398570,93,30,3,0,0.0236283959
D015,0,15746419,7,2,0,0,0.0022229199
D015,0,16823030,9,1,0,0,0.0010389627
D015,0,17321082,32,15,3,0,0.0239911611
D015,0,17686799,72,21,2,2,0.0137936155
D015,0,18975823,128,58,8,4,0.0274090318
D015,0,19129839,16,4,0,0,0.0065900952
D015,0,19530182,63,26,0,0,0.0132683778
D015,0,23852329,28,8,0,0,0.0177348001
D015,0,24378636,40,14,1,1,0.0056924211
D015,0,24389111,2,1,0,0,0.0006242178
D015,0,26091094,13,5,0,0,0.0054420835
D015,0,26998428,20,9,0,0,0.0036827875
D015,0,27118781,11,2,2,2,0.0026127215
D015,0,27321366,11,2,0,0,0.0025257793
D015,0,2828357,14,9,0,0,0.0080003002
D015,0,28351001,49,31,6,0,0.0252656169
D015,0,2865314,10,1,1,1,0.0038165612
D015,0,28739284,12,8,1,0,0.0038608171
D015,0,28795042,16,2,0,0,0.0014740124
D015,0,28896342,7,4,0,0,0.0009554611
D015,0,29427842,67,22,4,0,0.0418721818
D015,0,30368132,12,1,0,0,0.0024914165
D015,0,30491418,65,29,3,3,0.0468252089
D015,0,30535894,7,5,0,0,0.0029069459
D015,0,30801593,81,38,4,2,0.0046572844
D015,0,31772643,21,7,1,1,0.0073776036
D015,0,32323516,33,8,0,0,0.0044604314
D015,0,32368244,63,24,12,7,0.0438357640
D015,0,32452111,12,3,0,0,0.0040002364
D015,0,3892353,7,2,0,0,0.0024667327
D015,0,4869922,11,7,1,1,0.0042481585
D015,0,497593,158,76,5,4,0.0348565265
D015,0,5061834,44,14,1,1,0.0134835707
D015,0,6686701,25,8,2,2,0.0091725049
D015,0,6686704,16,7,1,1,0.0027899732
D015,0,6886817,7,3,0,0,0.0005757874
D015,0,7061828,19,3,0,0,0.0037055795
D015,0,7121544,41,10,0,0,0.0059863505
D015,0,9100693,52,16,11,8,0.0102505672
D015,1,10341182,143,68,15,11,0.0600045171
D015,1,10474106,5,3,1,0,0.0016676412
D015,1,12121528,4,1,0,0,0.0008829993
D015,1,12843318,15,6,0,0,0.0030263994
D015,1,13947795,7,2,0,0,0.0007271090
D015,1,14121532,6,2,1,1,0.0056714005
D015,1,14235907,1,0,0,0,0.0002205882
D015,1,14458654,4,2,0,0,0.0038938135
D015,1,14661605,11,7,2,0,0.0080553176
D015,1,15184511,37,14,9,7,0.0168041213
D015,1,15398570,123,40,6,3,0.0332450842
D015,1,15746419,5,1,0,0,0.0120855662
D015,1,16823030,12,7,2,2,0.0027180438
D015,1,17321082,4,0,0,0,0.0019191405
D015,1,17686799,34,9,0,0,0.0046072818
D015,1,18975823,88,41,5,4,0.0289721534
D015,1,19129839,9,3,0,0,0.0020568841
D015,1,19530182,40,22,0,0,0.0349484931
D015,1,23852329,13,7,1,0,0.0153428159
D015,1,24378636,42,15,1,1,0.0084931049
D015,1,24389111,3,1,0,0,0.0002593757
D015,1,26091094,1,0,0,0,0.0005147059
D015,1,26998428,10,4,0,0,0.0048407738
D015,1,27118781,9,3,0,0,0.0028921387
D015,1,27321366,7,3,0,0,0.0004387346
D015,1,2828357,8,5,0,0,0.0026298070
D015,1,28351001,22,14,4,3,0.0136339976
D015,1,2865314,9,1,0,0,0.0009204839
D015,1,28739284,4,2,0,0,0.0010850877
D015,1,28795042,3,1,0,0,0.0001979186
D015,1,29427842,25,10,2,0,0.0156193963
D015,1,30368132,4,1,0,0,0.0007215569
D015,1,30491418,37,17,4,3,0.0161282331
D015,1,30801593,55,19,0,0,0.0020045305
D015,1,31772643,6,3,0,0,0.0008752953
D015,1,32323516,23,8,0,0,0.0051043803
D015,1,32368244,40,19,11,8,0.0330610235
D015,1,32452111,4,1,0,0,0.0005022915
D015,1,3892353,7,4,1,1,0.0073578151
D015,1,4869922,15,8,0,0,0.0061384034
D015,1,497593,128,60,2,1,0.0208979901
D015,1,5061834,35,14,0,0,0.0079863694
D015,1,6686701,15,6,0,0,0.0045547099
D015,1,6686704,12,4,0,0,0.0028473905
D015,1,6886817,15,7,2,2,0.0075048133
D015,1,7061828,7,3,0,0,0.0004479070
D015,1,7121544,38,14,0,0,0.0092491653
D015,1,9100693,17,8,5,3,0.0059650930
D015,2,10341182,206,92,35,20,0.0539988214
D015,2,10474106,3,3,0,0,0.0040466642
D015,2,12121528,2,1,1,0,0.0051749998
D015,2,12843318,10,8,1,1,0.0076789916
D015,2,13947795,6,2,0,0,0.0040183427
D015,2,14121532,11,2,1,1,0.0024501728
D015,2,14235907,2,0,0,0,0.0004964132
D015,2,14458654,2,1,0,0,0.0001131256
D015,2,14661605,4,3,2,2,0.0109154953
D015,2,15184511,19,6,1,0,0.0041506170
D015,2,15398570,169,71,15,4,0.0760613036
D015,2,15746419,6,4,1,0,0.0014125061
D015,2,16823030,8,0,0,0,0.0007213861
D015,2,17321082,8,2,0,0,0.0100286822
D015,2,17686799,35,12,0,0,0.0068698968
D015,2,18975823,102,40,14,10,0.0321951637
D015,2,19129839,5,2,0,0,0.0005544408
D015,2,19530182,23,11,0,0,0.0056828506
D015,2,23852329,5,3,0,0,0.0069620539
D015,2,24378636,19,8,0,0,0.0029497447
D015,2,24389111,3,0,0,0,0.0008527905
D015,2,26091094,3,1,0,0,0.0032482959
D015,2,26998428,7,3,0,0,0.0026785710
D015,2,27118781,15,8,1,1,0.0104392152
D015,2,27321366,11,3,1,0,0.0018357806
D015,2,2828357,10,4,0,0,0.0062143526
D015,2,28351001,30,20,8,5,0.0286479668
D015,2,2865314,7,0,0,0,0.0009183962
D015,2,28739284,3,2,0,0,0.0002874440
D015,2,28795042,9,2,0,0,0.0006583181
D015,2,29427842,36,19,3,2,0.0178419699
D015,2,30368132,4,1,0,0,0.0020229632
D015,2,30491418,21,9,2,2,0.0108484964
D015,2,30535894,2,0,0,0,0.0012556839
D015,2,30801593,51,15,3,0,0.0014097329
D015,2,31772643,8,5,0,0,0.0013515880
D015,2,32323516,13,3,0,0,0.0035776749
D015,2,32368244,26,7,2,0,0.0146709425
D015,2,32452111,4,2,2,2,0.0013442207
D015,2,3892353,3,1,0,0,0.0013197726
D015,2,4869922,7,1,0,0,0.0005255464
D015,2,497593,84,40,3,3,0.0126938229
D015,2,5061834,24,7,2,0,0.0072359891
D015,2,6686701,11,4,0,0,0.0009735661
D015,2,6686704,7,1,0,0,0.0099597605
D015,2,6886817,17,2,0,0,0.0015117188
D015,2,7061828,19,5,0,0,0.0058298612
D015,2,7121544,54,13,2,0,0.0121624326
D015,2,9100693,21,9,5,4,0.0077684459
D015,3,10341182,287,122,24,13,0.0807104505
D015,3,10474106,4,3,0,0,0.0011483080
D015,3,12843318,8,5,0,0,0.0050176244
D015,3,13947795,10,4,0,0,0.0047475886
D015,3,14121532,5,3,2,2,0.0030505871
D015,3,14235907,3,1,0,0,0.0081585875
D015,3,14458654,1,0,0,0,0.0015523358
D015,3,14661605,9,0,0,0,0.0028394168
D015,3,15184511,26,11,5,3,0.0179940198
D015,3,15398570,320,128,22,6,0.0901684731
D015,3,15746419,14,4,1,1,0.0045773220
D015,3,16823030,6,2,0,0,0.0011494421
D015,3,17321082,18,7,2,2,0.0063816427
D015,3,17686799,52,17,0,0,0.0112590750
D015,3,18975823,157,72,10,7,0.0566032499
D015,3,19129839,4,1,0,0,0.0017451869
D015,3,19530182,25,10,0,0,0.0097822499
D015,3,23852329,15,5,0,0,0.0228653208
D015,3,24378636,29,9,2,2,0.0037345946
D015,3,24389111,5,2,0,0,0.0011568282
D015,3,26091094,3,1,0,0,0.0007367647
D015,3,26998428,4,1,0,0,0.0021708001
D015,3,27118781,16,3,1,1,0.0020763324
D015,3,27321366,9,3,0,0,0.0010377741
D015,3,2828357,10,2,0,0,0.0014234194
D015,3,28351001,34,21,10,4,0.0206083658
D015,3,2865314,6,0,0,0,0.0004057196
D015,3,28739284,4,0,0,0,0.0024438729
D015,3,28795042,31,6,1,1,0.0026860861
D015,3,28896342,2,0,0,0,0.0007262611
D015,3,29427842,54,20,3,0,0.0168174902
D015,3,30368132,5,2,1,0,0.0017074369
D015,3,30491418,16,6,0,0,0.0052110621
D015,3,30535894,4,3,0,0,0.0025305629
D015,3,30801593,104,46,4,2,0.0071597842
D015,3,31772643,13,4,0,0,0.0076965212
D015,3,32323516,10,2,0,0,0.0014109485
D015,3,32368244,24,14,11,7,0.0746024360
D015,3,32452111,12,6,0,0,0.0030230585
D015,3,3892353,6,1,0,0,0.0016128569
D015,3,4869922,8,2,0,0,0.0037419802
D015,3,497593,74,33,2,0,0.0158682857
D015,3,5061834,22,7,0,0,0.0189535535
D015,3,6686701,4,3,0,0,0.0017168247
D015,3,6686704,8,2,1,0,0.0023064636
D015,3,6886817,24,12,2,2,0.0051027423
D015,3,7061828,20,8,3,3,0.0047187465
D015,3,7121544,129,54,10,6,0.0345188022
D015,3,9100693,7,4,2,1,0.0023109454
D015,4,10341182,462,214,45,27,0.1568288599
D015,4,10474106,3,0,0,0,0.0027922452
D015,4,12121528,14,5,2,2,0.0130148830
D015,4,12843318,7,4,3,3,0.0061234069
D015,4,13947795,21,9,0,0,0.0084350054
D015,4,14121532,11,5,1,0,0.0018189913
D015,4,14235907,10,4,2,1,0.0065585416
D015,4,14458654,6,4,2,2,0.0036585906
D015,4,14661605,26,10,2,1,0.0291407998
D015,4,15184511,75,38,15,13,0.0358066144
D015,4,15398570,423,171,26,11,0.1723731480
D015,4,15746419,27,11,1,1,0.0271277730
D015,4,16823030,13,4,0,0,0.0068285959
D015,4,17321082,12,5,2,0,0.0053699017
D015,4,17686799,67,22,2,2,0.0280850482
D015,4,18975823,163,75,13,12,0.0551542754
D015,4,19129839,15,4,2,1,0.0072812090
D015,4,19530182,25,10,0,0,0.0092738818
D015,4,23852329,29,9,0,0,0.0137199456
D015,4,24378636,47,12,0,0,0.0088190396
D015,4,24389111,7,3,0,0,0.0017624631
D015,4,26091094,7,3,0,0,0.0026270546
D015,4,26998428,24,13,1,1,0.0072796201
D015,4,27118781,39,15,3,3,0.0070736752
D015,4,27321366,24,11,0,0,0.0029729688
D015,4,2828357,21,4,0,0,0.0040844868
D015,4,28351001,34,25,2,1,0.0154478131
D015,4,2865314,11,1,0,0,0.0045964850
D015,4,28739284,5,2,0,0,0.0028530534
D015,4,28795042,84,24,2,1,0.0082721478
D015,4,28896342,3,0,0,0,0.0013499409
D015,4,29427842,92,40,4,1,0.0654628820
D015,4,30368132,17,6,0,0,0.0095648758
D015,4,30491418,16,5,0,0,0.0040328320
D015,4,30535894,14,7,2,2,0.0061530632
D015,4,30801593,231,83,7,5,0.0101727687
D015,4,31772643,35,14,3,1,0.0062547949
D015,4,32323516,22,5,0,0,0.0038138544
D015,4,32368244,22,13,8,5,0.0341892657
D015,4,32452111,28,8,0,0,0.0034667190
D015,4,3892353,5,1,0,0,0.0028627860
D015,4,4869922,22,10,0,0,0.0111818121
D015,4,497593,91,49,4,4,0.0097859767
D015,4,5061834,56,20,2,2,0.0359540421
D015,4,6686701,15,7,1,1,0.0050250031
D015,4,6686704,19,14,0,0,0.0205578493
D015,4,6886817,38,20,3,1,0.0135185707
D015,4,7061828,29,9,5,5,0.0091837622
D015,4,7121544,158,48,5,2,0.0708629164
D015,4,9100693,11,4,4,3,0.0022462223
D015,5,10341182,697,311,86,47,0.3025860681
D015,5,10474106,23,11,1,0,0.0114788331
D015,5,12121528,25,9,2,1,0.0121709955
D015,5,12843318,31,13,0,0,0.0089315356
D015,5,13947795,40,19,1,1,0.0516588163
D015,5,14121532,40,8,2,1,0.0288217166
D015,5,14235907,31,15,1,1,0.0243533152
D015,5,14458654,11,3,0,0,0.0036549054
D015,5,14661605,58,21,3,2,0.0270511583
D015,5,15184511,212,84,38,22,0.1442402437
D015,5,15398570,562,185,35,14,0.1375832497
D015,5,15746419,60,17,3,2,0.0315733374
D015,5,16823030,38,20,3,0,0.0114706245
D015,5,17321082,36,13,2,0,0.0201293647
D015,5,17686799,188,70,6,3,0.0373236769
D015,5,18975823,202,91,8,5,0.0483547261
D015,5,19129839,61,17,0,0,0.0281951762
D015,5,19530182,42,19,0,0,0.0132100585
D015,5,23852329,58,17,1,1,0.0247911502
D015,5,24378636,83,25,5,5,0.0393504991
D015,5,24389111,26,12,0,0,0.0086200726
D015,5,26091094,12,3,1,1,0.0493214571
D015,5,26998428,55,20,1,0,0.0140063821
D015,5,27118781,41,20,7,5,0.0173278630
D015,5,27321366,59,29,3,1,0.0316466290
D015,5,2828357,55,19,1,0,0.0205784541
D015,5,28351001,107,71,13,4,0.0447019658
D015,5,2865314,44,18,2,2,0.0160532699
D015,5,28739284,25,11,2,1,0.0127990365
D015,5,28795042,205,60,10,5,0.0456586238
D015,5,28896342,15,3,0,0,0.0029347842
D015,5,29427842,206,77,16,8,0.1168709662
D015,5,30368132,35,14,3,1,0.0144991584
D015,5,30491418,34,14,2,0,0.0136671942
D015,5,30535894,57,25,6,6,0.0285622704
D015,5,30801593,709,254,27,11,0.0388134704
D015,5,31772643,68,33,5,5,0.0202985940
D015,5,32323516,78,29,0,0,0.0218027533
D015,5,32368244,42,24,15,8,0.0632399780
D015,5,32452111,77,37,2,2,0.0160511081
D015,5,3892353,22,8,0,0,0.0241500639
D015,5,4869922,39,18,0,0,0.0134171231
D015,5,497593,153,72,2,2,0.0356420387
D015,5,5061834,164,50,7,3,0.1143926500
D015,5,6686701,55,23,9,8,0.0402098038
D015,5,6686704,28,12,4,4,0.0220264876
D015,5,6886817,57,32,7,2,0.0177485042
D015,5,7061828,75,24,2,1,0.0230951427
